timestamp,total_seconds_elapsed,movement,status
Mon Jan  1 04:28:00 1900,16080,yes,On
Mon Jan  1 04:28:30 1900,16110,yes,On
Mon Jan  1 04:29:00 1900,16140,yes,On
Mon Jan  1 04:29:30 1900,16170,yes,On
Mon Jan  1 04:30:00 1900,16200,yes,On
Mon Jan  1 04:30:30 1900,16230,yes,On
Mon Jan  1 04:31:00 1900,16260,yes,On
Mon Jan  1 04:31:30 1900,16290,yes,On
Mon Jan  1 04:32:00 1900,16320,yes,On
Mon Jan  1 04:32:30 1900,16350,yes,On
Mon Jan  1 04:33:00 1900,16380,yes,On
Mon Jan  1 04:33:30 1900,16410,yes,On
Mon Jan  1 04:34:00 1900,16440,yes,On
Mon Jan  1 04:34:30 1900,16470,yes,On
Mon Jan  1 04:35:00 1900,16500,yes,On
Mon Jan  1 04:35:30 1900,16530,yes,On
Mon Jan  1 04:36:00 1900,16560,yes,On
Mon Jan  1 04:36:30 1900,16590,yes,On
Mon Jan  1 04:37:00 1900,16620,yes,On
Mon Jan  1 04:37:30 1900,16650,yes,On
Mon Jan  1 04:38:00 1900,16680,yes,On
Mon Jan  1 04:38:30 1900,16710,yes,On
Mon Jan  1 04:39:00 1900,16740,yes,On
Mon Jan  1 04:39:30 1900,16770,yes,On
Mon Jan  1 04:40:00 1900,16800,yes,On
Mon Jan  1 04:40:30 1900,16830,yes,On
Mon Jan  1 04:41:00 1900,16860,yes,On
Mon Jan  1 04:41:30 1900,16890,yes,On
Mon Jan  1 04:42:00 1900,16920,yes,On
Mon Jan  1 04:42:30 1900,16950,yes,On
Mon Jan  1 04:43:00 1900,16980,yes,On
Mon Jan  1 04:43:30 1900,17010,yes,On
Mon Jan  1 04:44:00 1900,17040,yes,On
Mon Jan  1 04:44:30 1900,17070,yes,On
Mon Jan  1 04:45:00 1900,17100,yes,On
Mon Jan  1 04:45:30 1900,17130,yes,On
Mon Jan  1 04:46:00 1900,17160,yes,On
Mon Jan  1 04:46:30 1900,17190,yes,On
Mon Jan  1 04:47:00 1900,17220,yes,On
Mon Jan  1 04:47:30 1900,17250,yes,On
Mon Jan  1 04:48:00 1900,17280,yes,On
Mon Jan  1 04:48:30 1900,17310,yes,On
Mon Jan  1 04:49:00 1900,17340,yes,On
Mon Jan  1 04:49:30 1900,17370,yes,On
Mon Jan  1 04:50:00 1900,17400,yes,On
Mon Jan  1 04:50:30 1900,17430,yes,On
Mon Jan  1 04:51:00 1900,17460,yes,On
Mon Jan  1 04:51:30 1900,17490,yes,On
Mon Jan  1 04:52:00 1900,17520,yes,On
Mon Jan  1 04:52:30 1900,17550,yes,On
Mon Jan  1 04:53:00 1900,17580,yes,On
Mon Jan  1 04:53:30 1900,17610,yes,On
Mon Jan  1 04:54:00 1900,17640,yes,On
Mon Jan  1 04:54:30 1900,17670,yes,On
Mon Jan  1 04:55:00 1900,17700,yes,On
Mon Jan  1 04:55:30 1900,17730,yes,On
Mon Jan  1 04:56:00 1900,17760,yes,On
Mon Jan  1 04:56:30 1900,17790,yes,On
Mon Jan  1 04:57:00 1900,17820,yes,On
Mon Jan  1 04:57:30 1900,17850,yes,On
Mon Jan  1 04:58:00 1900,17880,yes,On
Mon Jan  1 04:58:30 1900,17910,yes,On
Mon Jan  1 04:59:00 1900,17940,yes,On
Mon Jan  1 04:59:30 1900,17970,yes,On
Mon Jan  1 05:00:00 1900,18000,yes,On
Mon Jan  1 05:00:30 1900,18030,yes,On
Mon Jan  1 05:01:00 1900,18060,yes,On
Mon Jan  1 05:01:30 1900,18090,yes,On
Mon Jan  1 05:02:00 1900,18120,yes,On
Mon Jan  1 05:02:30 1900,18150,yes,On
Mon Jan  1 05:03:00 1900,18180,yes,On
Mon Jan  1 05:03:30 1900,18210,yes,On
Mon Jan  1 05:04:00 1900,18240,yes,On
Mon Jan  1 05:04:30 1900,18270,yes,On
Mon Jan  1 05:05:00 1900,18300,yes,On
Mon Jan  1 05:05:30 1900,18330,yes,On
Mon Jan  1 05:06:00 1900,18360,yes,On
Mon Jan  1 05:06:30 1900,18390,yes,On
Mon Jan  1 05:07:00 1900,18420,yes,On
Mon Jan  1 05:07:30 1900,18450,yes,On
Mon Jan  1 05:08:00 1900,18480,yes,On
Mon Jan  1 05:08:30 1900,18510,yes,On
Mon Jan  1 05:09:00 1900,18540,yes,On
Mon Jan  1 05:09:30 1900,18570,yes,On
Mon Jan  1 05:10:00 1900,18600,yes,On
Mon Jan  1 05:10:30 1900,18630,yes,On
Mon Jan  1 05:11:00 1900,18660,no,On
Mon Jan  1 05:11:30 1900,18690,no,On
Mon Jan  1 05:12:00 1900,18720,no,On
Mon Jan  1 05:12:30 1900,18750,no,On
Mon Jan  1 05:13:00 1900,18780,no,On
Mon Jan  1 05:13:30 1900,18810,no,On
Mon Jan  1 05:14:00 1900,18840,no,On
Mon Jan  1 05:14:30 1900,18870,no,On
Mon Jan  1 05:15:00 1900,18900,no,On
Mon Jan  1 05:15:30 1900,18930,no,Off
Mon Jan  1 05:16:00 1900,18960,no,On
Mon Jan  1 05:16:30 1900,18990,no,On
Mon Jan  1 05:17:00 1900,19020,no,Off
Mon Jan  1 05:17:30 1900,19050,no,On
Mon Jan  1 05:18:00 1900,19080,no,On
Mon Jan  1 05:18:30 1900,19110,no,Off
Mon Jan  1 05:19:00 1900,19140,no,Off
Mon Jan  1 05:19:30 1900,19170,no,Off
Mon Jan  1 05:20:00 1900,19200,no,On
Mon Jan  1 05:20:30 1900,19230,no,Off
Mon Jan  1 05:21:00 1900,19260,no,Off
Mon Jan  1 05:21:30 1900,19290,no,Off
Mon Jan  1 05:22:00 1900,19320,no,Off
Mon Jan  1 05:22:30 1900,19350,no,Off
Mon Jan  1 05:23:00 1900,19380,no,Off
Mon Jan  1 05:23:30 1900,19410,no,Off
Mon Jan  1 05:24:00 1900,19440,no,Off
Mon Jan  1 05:24:30 1900,19470,no,Off
Mon Jan  1 05:25:00 1900,19500,no,Off
Mon Jan  1 05:25:30 1900,19530,no,Off
Mon Jan  1 05:26:00 1900,19560,no,Off
Mon Jan  1 05:26:30 1900,19590,no,Off
Mon Jan  1 05:27:00 1900,19620,no,Off
Mon Jan  1 05:27:30 1900,19650,no,Off
Mon Jan  1 05:28:00 1900,19680,no,Off
Mon Jan  1 05:28:30 1900,19710,no,Off
Mon Jan  1 05:29:00 1900,19740,no,Off
Mon Jan  1 05:29:30 1900,19770,no,Off
Mon Jan  1 05:30:00 1900,19800,no,Off
Mon Jan  1 05:30:30 1900,19830,no,Off
Mon Jan  1 05:31:00 1900,19860,no,Off
Mon Jan  1 05:31:30 1900,19890,no,Off
Mon Jan  1 05:32:00 1900,19920,no,Off
Mon Jan  1 05:32:30 1900,19950,no,Off
Mon Jan  1 05:33:00 1900,19980,no,Off
Mon Jan  1 05:33:30 1900,20010,no,Off
Mon Jan  1 05:34:00 1900,20040,no,Off
Mon Jan  1 05:34:30 1900,20070,no,Off
Mon Jan  1 05:35:00 1900,20100,no,Off
Mon Jan  1 05:35:30 1900,20130,no,Off
Mon Jan  1 05:36:00 1900,20160,no,Off
Mon Jan  1 05:36:30 1900,20190,no,Off
Mon Jan  1 05:37:00 1900,20220,no,Off
Mon Jan  1 05:37:30 1900,20250,no,Off
Mon Jan  1 05:38:00 1900,20280,no,Off
Mon Jan  1 05:38:30 1900,20310,no,Off
Mon Jan  1 05:39:00 1900,20340,no,Off
Mon Jan  1 05:39:30 1900,20370,no,Off
Mon Jan  1 05:40:00 1900,20400,no,Off
Mon Jan  1 05:40:30 1900,20430,no,Off
Mon Jan  1 05:41:00 1900,20460,no,Off
Mon Jan  1 05:41:30 1900,20490,no,Off
Mon Jan  1 05:42:00 1900,20520,no,Off
Mon Jan  1 05:42:30 1900,20550,no,Off
Mon Jan  1 05:43:00 1900,20580,no,Off
Mon Jan  1 05:43:30 1900,20610,no,Off
Mon Jan  1 05:44:00 1900,20640,no,Off
Mon Jan  1 05:44:30 1900,20670,no,Off
Mon Jan  1 05:45:00 1900,20700,no,Off
Mon Jan  1 05:45:30 1900,20730,no,Off
Mon Jan  1 05:46:00 1900,20760,no,Off
Mon Jan  1 05:46:30 1900,20790,no,Off
Mon Jan  1 05:47:00 1900,20820,no,Off
Mon Jan  1 05:47:30 1900,20850,no,Off
Mon Jan  1 05:48:00 1900,20880,no,Off
Mon Jan  1 05:48:30 1900,20910,no,Off
Mon Jan  1 05:49:00 1900,20940,no,Off
Mon Jan  1 05:49:30 1900,20970,no,Off
Mon Jan  1 05:50:00 1900,21000,no,Off
Mon Jan  1 05:50:30 1900,21030,no,Off
Mon Jan  1 05:51:00 1900,21060,no,Off
Mon Jan  1 05:51:30 1900,21090,no,Off
Mon Jan  1 05:52:00 1900,21120,no,Off
Mon Jan  1 05:52:30 1900,21150,no,Off
Mon Jan  1 05:53:00 1900,21180,no,Off
Mon Jan  1 05:53:30 1900,21210,no,Off
Mon Jan  1 05:54:00 1900,21240,no,Off
Mon Jan  1 05:54:30 1900,21270,no,Off
Mon Jan  1 05:55:00 1900,21300,no,Off
Mon Jan  1 05:55:30 1900,21330,no,Off
Mon Jan  1 05:56:00 1900,21360,no,Off
Mon Jan  1 05:56:30 1900,21390,no,Off
Mon Jan  1 05:57:00 1900,21420,no,Off
Mon Jan  1 05:57:30 1900,21450,no,Off
Mon Jan  1 05:58:00 1900,21480,no,Off
Mon Jan  1 05:58:30 1900,21510,no,Off
Mon Jan  1 05:59:00 1900,21540,no,Off
Mon Jan  1 05:59:30 1900,21570,no,Off
Mon Jan  1 06:00:00 1900,21600,no,Off
Mon Jan  1 06:00:30 1900,21630,no,Off
Mon Jan  1 06:01:00 1900,21660,no,Off
Mon Jan  1 06:01:30 1900,21690,no,Off
Mon Jan  1 06:02:00 1900,21720,no,Off
Mon Jan  1 06:02:30 1900,21750,no,Off
Mon Jan  1 06:03:00 1900,21780,no,Off
Mon Jan  1 06:03:30 1900,21810,no,Off
Mon Jan  1 06:04:00 1900,21840,no,Off
Mon Jan  1 06:04:30 1900,21870,no,Off
Mon Jan  1 06:05:00 1900,21900,no,Off
Mon Jan  1 06:05:30 1900,21930,no,Off
Mon Jan  1 06:06:00 1900,21960,no,Off
Mon Jan  1 06:06:30 1900,21990,no,Off
Mon Jan  1 06:07:00 1900,22020,no,Off
Mon Jan  1 06:07:30 1900,22050,no,Off
Mon Jan  1 06:08:00 1900,22080,no,Off
Mon Jan  1 06:08:30 1900,22110,no,Off
Mon Jan  1 06:09:00 1900,22140,no,Off
Mon Jan  1 06:09:30 1900,22170,no,Off
Mon Jan  1 06:10:00 1900,22200,no,Off
Mon Jan  1 06:10:30 1900,22230,no,Off
Mon Jan  1 06:11:00 1900,22260,no,Off
Mon Jan  1 06:11:30 1900,22290,no,Off
Mon Jan  1 06:12:00 1900,22320,no,Off
Mon Jan  1 06:12:30 1900,22350,no,Off
Mon Jan  1 06:13:00 1900,22380,no,Off
Mon Jan  1 06:13:30 1900,22410,no,Off
Mon Jan  1 06:14:00 1900,22440,no,Off
Mon Jan  1 06:14:30 1900,22470,no,Off
Mon Jan  1 06:15:00 1900,22500,no,Off
Mon Jan  1 06:15:30 1900,22530,no,Off
Mon Jan  1 06:16:00 1900,22560,no,Off
Mon Jan  1 06:16:30 1900,22590,no,Off
Mon Jan  1 06:17:00 1900,22620,no,Off
Mon Jan  1 06:17:30 1900,22650,no,Off
Mon Jan  1 06:18:00 1900,22680,no,Off
Mon Jan  1 06:18:30 1900,22710,no,Off
Mon Jan  1 06:19:00 1900,22740,no,Off
Mon Jan  1 06:19:30 1900,22770,no,Off
Mon Jan  1 06:20:00 1900,22800,no,Off
Mon Jan  1 06:20:30 1900,22830,no,Off
Mon Jan  1 06:21:00 1900,22860,no,Off
Mon Jan  1 06:21:30 1900,22890,no,Off
Mon Jan  1 06:22:00 1900,22920,no,Off
Mon Jan  1 06:22:30 1900,22950,no,Off
Mon Jan  1 06:23:00 1900,22980,no,Off
Mon Jan  1 06:23:30 1900,23010,no,Off
Mon Jan  1 06:24:00 1900,23040,no,Off
Mon Jan  1 06:24:30 1900,23070,no,Off
Mon Jan  1 06:25:00 1900,23100,no,Off
Mon Jan  1 06:25:30 1900,23130,no,Off
Mon Jan  1 06:26:00 1900,23160,no,Off
Mon Jan  1 06:26:30 1900,23190,no,Off
Mon Jan  1 06:27:00 1900,23220,no,Off
Mon Jan  1 06:27:30 1900,23250,no,Off
Mon Jan  1 06:28:00 1900,23280,no,Off
Mon Jan  1 06:28:30 1900,23310,no,Off
Mon Jan  1 06:29:00 1900,23340,no,Off
Mon Jan  1 06:29:30 1900,23370,no,Off
Mon Jan  1 06:30:00 1900,23400,no,Off
Mon Jan  1 06:30:30 1900,23430,no,Off
Mon Jan  1 06:31:00 1900,23460,no,Off
Mon Jan  1 06:31:30 1900,23490,no,Off
Mon Jan  1 06:32:00 1900,23520,no,Off
Mon Jan  1 06:32:30 1900,23550,no,Off
Mon Jan  1 06:33:00 1900,23580,no,Off
Mon Jan  1 06:33:30 1900,23610,no,Off
Mon Jan  1 06:34:00 1900,23640,no,Off
Mon Jan  1 06:34:30 1900,23670,no,Off
Mon Jan  1 06:35:00 1900,23700,no,Off
Mon Jan  1 06:35:30 1900,23730,no,Off
Mon Jan  1 06:36:00 1900,23760,no,Off
Mon Jan  1 06:36:30 1900,23790,no,Off
Mon Jan  1 06:37:00 1900,23820,no,Off
Mon Jan  1 06:37:30 1900,23850,no,Off
Mon Jan  1 06:38:00 1900,23880,no,Off
Mon Jan  1 06:38:30 1900,23910,no,Off
Mon Jan  1 06:39:00 1900,23940,no,Off
Mon Jan  1 06:39:30 1900,23970,no,Off
Mon Jan  1 06:40:00 1900,24000,no,Off
Mon Jan  1 06:40:30 1900,24030,no,Off
Mon Jan  1 06:41:00 1900,24060,no,Off
Mon Jan  1 06:41:30 1900,24090,no,Off
Mon Jan  1 06:42:00 1900,24120,no,Off
Mon Jan  1 06:42:30 1900,24150,no,Off
Mon Jan  1 06:43:00 1900,24180,no,Off
Mon Jan  1 06:43:30 1900,24210,no,Off
Mon Jan  1 06:44:00 1900,24240,no,Off
Mon Jan  1 06:44:30 1900,24270,no,Off
Mon Jan  1 06:45:00 1900,24300,no,Off
Mon Jan  1 06:45:30 1900,24330,no,Off
Mon Jan  1 06:46:00 1900,24360,no,Off
Mon Jan  1 06:46:30 1900,24390,no,Off
Mon Jan  1 06:47:00 1900,24420,no,Off
Mon Jan  1 06:47:30 1900,24450,no,Off
Mon Jan  1 06:48:00 1900,24480,no,Off
Mon Jan  1 06:48:30 1900,24510,no,Off
Mon Jan  1 06:49:00 1900,24540,no,Off
Mon Jan  1 06:49:30 1900,24570,no,Off
Mon Jan  1 06:50:00 1900,24600,no,Off
Mon Jan  1 06:50:30 1900,24630,no,Off
Mon Jan  1 06:51:00 1900,24660,no,Off
Mon Jan  1 06:51:30 1900,24690,no,Off
Mon Jan  1 06:52:00 1900,24720,no,Off
Mon Jan  1 06:52:30 1900,24750,no,Off
Mon Jan  1 06:53:00 1900,24780,no,Off
Mon Jan  1 06:53:30 1900,24810,no,Off
Mon Jan  1 06:54:00 1900,24840,no,Off
Mon Jan  1 06:54:30 1900,24870,no,Off
Mon Jan  1 06:55:00 1900,24900,no,Off
Mon Jan  1 06:55:30 1900,24930,no,Off
Mon Jan  1 06:56:00 1900,24960,no,Off
Mon Jan  1 06:56:30 1900,24990,no,Off
Mon Jan  1 06:57:00 1900,25020,no,Off
Mon Jan  1 06:57:30 1900,25050,no,Off
Mon Jan  1 06:58:00 1900,25080,no,Off
Mon Jan  1 06:58:30 1900,25110,no,Off
Mon Jan  1 06:59:00 1900,25140,no,Off
Mon Jan  1 06:59:30 1900,25170,no,Off
Mon Jan  1 07:00:00 1900,25200,no,Off
Mon Jan  1 07:00:30 1900,25230,no,Off
Mon Jan  1 07:01:00 1900,25260,no,Off
Mon Jan  1 07:01:30 1900,25290,no,Off
Mon Jan  1 07:02:00 1900,25320,no,Off
Mon Jan  1 07:02:30 1900,25350,no,Off
Mon Jan  1 07:03:00 1900,25380,no,Off
Mon Jan  1 07:03:30 1900,25410,no,Off
Mon Jan  1 07:04:00 1900,25440,no,Off
Mon Jan  1 07:04:30 1900,25470,no,Off
Mon Jan  1 07:05:00 1900,25500,no,Off
Mon Jan  1 07:05:30 1900,25530,no,Off
Mon Jan  1 07:06:00 1900,25560,no,Off
Mon Jan  1 07:06:30 1900,25590,no,Off
Mon Jan  1 07:07:00 1900,25620,no,Off
Mon Jan  1 07:07:30 1900,25650,no,Off
Mon Jan  1 07:08:00 1900,25680,no,Off
Mon Jan  1 07:08:30 1900,25710,no,Off
Mon Jan  1 07:09:00 1900,25740,no,Off
Mon Jan  1 07:09:30 1900,25770,no,Off
Mon Jan  1 07:10:00 1900,25800,no,Off
Mon Jan  1 07:10:30 1900,25830,no,Off
Mon Jan  1 07:11:00 1900,25860,no,Off
Mon Jan  1 07:11:30 1900,25890,no,Off
Mon Jan  1 07:12:00 1900,25920,no,Off
Mon Jan  1 07:12:30 1900,25950,no,Off
Mon Jan  1 07:13:00 1900,25980,no,Off
Mon Jan  1 07:13:30 1900,26010,no,Off
Mon Jan  1 07:14:00 1900,26040,no,Off
Mon Jan  1 07:14:30 1900,26070,no,Off
Mon Jan  1 07:15:00 1900,26100,no,Off
Mon Jan  1 07:15:30 1900,26130,no,Off
Mon Jan  1 07:16:00 1900,26160,no,Off
Mon Jan  1 07:16:30 1900,26190,no,Off
Mon Jan  1 07:17:00 1900,26220,no,Off
Mon Jan  1 07:17:30 1900,26250,no,Off
Mon Jan  1 07:18:00 1900,26280,no,Off
Mon Jan  1 07:18:30 1900,26310,no,Off
Mon Jan  1 07:19:00 1900,26340,no,Off
Mon Jan  1 07:19:30 1900,26370,no,Off
Mon Jan  1 07:20:00 1900,26400,no,Off
Mon Jan  1 07:20:30 1900,26430,no,Off
Mon Jan  1 07:21:00 1900,26460,no,Off
Mon Jan  1 07:21:30 1900,26490,no,Off
Mon Jan  1 07:22:00 1900,26520,no,Off
Mon Jan  1 07:22:30 1900,26550,no,Off
Mon Jan  1 07:23:00 1900,26580,no,Off
Mon Jan  1 07:23:30 1900,26610,no,Off
Mon Jan  1 07:24:00 1900,26640,no,Off
Mon Jan  1 07:24:30 1900,26670,no,Off
Mon Jan  1 07:25:00 1900,26700,no,Off
Mon Jan  1 07:25:30 1900,26730,no,Off
Mon Jan  1 07:26:00 1900,26760,no,Off
Mon Jan  1 07:26:30 1900,26790,no,Off
Mon Jan  1 07:27:00 1900,26820,no,Off
Mon Jan  1 07:27:30 1900,26850,no,Off
Mon Jan  1 07:28:00 1900,26880,no,Off
Mon Jan  1 07:28:30 1900,26910,no,Off
Mon Jan  1 07:29:00 1900,26940,no,Off
Mon Jan  1 07:29:30 1900,26970,no,Off
Mon Jan  1 07:30:00 1900,27000,no,Off
Mon Jan  1 07:30:30 1900,27030,no,Off
Mon Jan  1 07:31:00 1900,27060,no,Off
Mon Jan  1 07:31:30 1900,27090,no,Off
Mon Jan  1 07:32:00 1900,27120,no,Off
Mon Jan  1 07:32:30 1900,27150,no,Off
Mon Jan  1 07:33:00 1900,27180,no,Off
Mon Jan  1 07:33:30 1900,27210,no,Off
Mon Jan  1 07:34:00 1900,27240,no,Off
Mon Jan  1 07:34:30 1900,27270,no,Off
Mon Jan  1 07:35:00 1900,27300,no,Off
Mon Jan  1 07:35:30 1900,27330,no,Off
Mon Jan  1 07:36:00 1900,27360,no,Off
Mon Jan  1 07:36:30 1900,27390,no,Off
Mon Jan  1 07:37:00 1900,27420,yes,On
Mon Jan  1 07:37:30 1900,27450,yes,On
Mon Jan  1 07:38:00 1900,27480,yes,On
Mon Jan  1 07:38:30 1900,27510,yes,On
Mon Jan  1 07:39:00 1900,27540,yes,On
Mon Jan  1 07:39:30 1900,27570,yes,On
Mon Jan  1 07:40:00 1900,27600,yes,On
Mon Jan  1 07:40:30 1900,27630,yes,On
Mon Jan  1 07:41:00 1900,27660,yes,On
Mon Jan  1 07:41:30 1900,27690,yes,Off
Mon Jan  1 07:42:00 1900,27720,yes,On
Mon Jan  1 07:42:30 1900,27750,yes,Off
Mon Jan  1 07:43:00 1900,27780,yes,On
Mon Jan  1 07:43:30 1900,27810,yes,Off
Mon Jan  1 07:44:00 1900,27840,yes,Off
Mon Jan  1 07:44:30 1900,27870,yes,Off
Mon Jan  1 07:45:00 1900,27900,yes,Off
Mon Jan  1 07:45:30 1900,27930,yes,On
Mon Jan  1 07:46:00 1900,27960,yes,Off
Mon Jan  1 07:46:30 1900,27990,yes,On
Mon Jan  1 07:47:00 1900,28020,yes,Off
Mon Jan  1 07:47:30 1900,28050,yes,Off
Mon Jan  1 07:48:00 1900,28080,yes,Off
Mon Jan  1 07:48:30 1900,28110,yes,Off
Mon Jan  1 07:49:00 1900,28140,yes,Off
Mon Jan  1 07:49:30 1900,28170,yes,Off
Mon Jan  1 07:50:00 1900,28200,yes,Off
Mon Jan  1 07:50:30 1900,28230,yes,Off
Mon Jan  1 07:51:00 1900,28260,yes,Off
Mon Jan  1 07:51:30 1900,28290,yes,Off
Mon Jan  1 07:52:00 1900,28320,yes,Off
Mon Jan  1 07:52:30 1900,28350,yes,Off
Mon Jan  1 07:53:00 1900,28380,yes,Off
Mon Jan  1 07:53:30 1900,28410,yes,Off
Mon Jan  1 07:54:00 1900,28440,yes,Off
Mon Jan  1 07:54:30 1900,28470,yes,Off
Mon Jan  1 07:55:00 1900,28500,yes,Off
Mon Jan  1 07:55:30 1900,28530,yes,Off
Mon Jan  1 07:56:00 1900,28560,yes,Off
Mon Jan  1 07:56:30 1900,28590,yes,Off
Mon Jan  1 07:57:00 1900,28620,yes,Off
Mon Jan  1 07:57:30 1900,28650,yes,Off
Mon Jan  1 07:58:00 1900,28680,yes,Off
Mon Jan  1 07:58:30 1900,28710,yes,Off
Mon Jan  1 07:59:00 1900,28740,yes,Off
Mon Jan  1 07:59:30 1900,28770,yes,Off
Mon Jan  1 08:00:00 1900,28800,yes,Off
Mon Jan  1 08:00:30 1900,28830,yes,Off
Mon Jan  1 08:01:00 1900,28860,yes,Off
Mon Jan  1 08:01:30 1900,28890,yes,Off
Mon Jan  1 08:02:00 1900,28920,yes,Off
Mon Jan  1 08:02:30 1900,28950,yes,Off
Mon Jan  1 08:03:00 1900,28980,yes,Off
Mon Jan  1 08:03:30 1900,29010,yes,Off
Mon Jan  1 08:04:00 1900,29040,yes,Off
Mon Jan  1 08:04:30 1900,29070,yes,Off
Mon Jan  1 08:05:00 1900,29100,yes,Off
Mon Jan  1 08:05:30 1900,29130,yes,Off
Mon Jan  1 08:06:00 1900,29160,yes,Off
Mon Jan  1 08:06:30 1900,29190,yes,Off
Mon Jan  1 08:07:00 1900,29220,yes,Off
Mon Jan  1 08:07:30 1900,29250,yes,Off
Mon Jan  1 08:08:00 1900,29280,yes,Off
Mon Jan  1 08:08:30 1900,29310,yes,Off
Mon Jan  1 08:09:00 1900,29340,yes,Off
Mon Jan  1 08:09:30 1900,29370,yes,Off
Mon Jan  1 08:10:00 1900,29400,yes,Off
Mon Jan  1 08:10:30 1900,29430,yes,Off
Mon Jan  1 08:11:00 1900,29460,yes,Off
Mon Jan  1 08:11:30 1900,29490,yes,Off
Mon Jan  1 08:12:00 1900,29520,yes,Off
Mon Jan  1 08:12:30 1900,29550,yes,Off
Mon Jan  1 08:13:00 1900,29580,yes,Off
Mon Jan  1 08:13:30 1900,29610,yes,Off
Mon Jan  1 08:14:00 1900,29640,yes,Off
Mon Jan  1 08:14:30 1900,29670,yes,Off
Mon Jan  1 08:15:00 1900,29700,yes,Off
Mon Jan  1 08:15:30 1900,29730,yes,Off
Mon Jan  1 08:16:00 1900,29760,yes,Off
Mon Jan  1 08:16:30 1900,29790,yes,Off
Mon Jan  1 08:17:00 1900,29820,yes,Off
Mon Jan  1 08:17:30 1900,29850,yes,Off
Mon Jan  1 08:18:00 1900,29880,yes,Off
Mon Jan  1 08:18:30 1900,29910,yes,Off
Mon Jan  1 08:19:00 1900,29940,yes,Off
Mon Jan  1 08:19:30 1900,29970,yes,Off
Mon Jan  1 08:20:00 1900,30000,yes,Off
Mon Jan  1 08:20:30 1900,30030,yes,Off
Mon Jan  1 08:21:00 1900,30060,yes,Off
Mon Jan  1 08:21:30 1900,30090,yes,Off
Mon Jan  1 08:22:00 1900,30120,yes,Off
Mon Jan  1 08:22:30 1900,30150,yes,Off
Mon Jan  1 08:23:00 1900,30180,yes,Off
Mon Jan  1 08:23:30 1900,30210,yes,Off
Mon Jan  1 08:24:00 1900,30240,yes,Off
Mon Jan  1 08:24:30 1900,30270,yes,Off
Mon Jan  1 08:25:00 1900,30300,yes,Off
Mon Jan  1 08:25:30 1900,30330,yes,Off
Mon Jan  1 08:26:00 1900,30360,yes,Off
Mon Jan  1 08:26:30 1900,30390,yes,Off
Mon Jan  1 08:27:00 1900,30420,yes,Off
Mon Jan  1 08:27:30 1900,30450,yes,Off
Mon Jan  1 08:28:00 1900,30480,yes,Off
Mon Jan  1 08:28:30 1900,30510,yes,Off
Mon Jan  1 08:29:00 1900,30540,yes,Off
Mon Jan  1 08:29:30 1900,30570,yes,Off
Mon Jan  1 08:30:00 1900,30600,yes,Off
Mon Jan  1 08:30:30 1900,30630,yes,Off
Mon Jan  1 08:31:00 1900,30660,yes,Off
Mon Jan  1 08:31:30 1900,30690,yes,Off
Mon Jan  1 08:32:00 1900,30720,yes,Off
Mon Jan  1 08:32:30 1900,30750,yes,Off
Mon Jan  1 08:33:00 1900,30780,yes,Off
Mon Jan  1 08:33:30 1900,30810,yes,Off
Mon Jan  1 08:34:00 1900,30840,yes,Off
Mon Jan  1 08:34:30 1900,30870,yes,Off
Mon Jan  1 08:35:00 1900,30900,yes,Off
Mon Jan  1 08:35:30 1900,30930,yes,Off
Mon Jan  1 08:36:00 1900,30960,yes,Off
Mon Jan  1 08:36:30 1900,30990,yes,Off
Mon Jan  1 08:37:00 1900,31020,yes,Off
Mon Jan  1 08:37:30 1900,31050,yes,Off
Mon Jan  1 08:38:00 1900,31080,yes,Off
Mon Jan  1 08:38:30 1900,31110,yes,Off
Mon Jan  1 08:39:00 1900,31140,yes,Off
Mon Jan  1 08:39:30 1900,31170,yes,Off
Mon Jan  1 08:40:00 1900,31200,yes,Off
Mon Jan  1 08:40:30 1900,31230,yes,Off
Mon Jan  1 08:41:00 1900,31260,yes,Off
Mon Jan  1 08:41:30 1900,31290,yes,Off
Mon Jan  1 08:42:00 1900,31320,yes,Off
Mon Jan  1 08:42:30 1900,31350,yes,Off
Mon Jan  1 08:43:00 1900,31380,yes,Off
Mon Jan  1 08:43:30 1900,31410,yes,Off
Mon Jan  1 08:44:00 1900,31440,yes,Off
Mon Jan  1 08:44:30 1900,31470,yes,Off
Mon Jan  1 08:45:00 1900,31500,yes,Off
Mon Jan  1 08:45:30 1900,31530,yes,Off
Mon Jan  1 08:46:00 1900,31560,yes,Off
Mon Jan  1 08:46:30 1900,31590,yes,Off
Mon Jan  1 08:47:00 1900,31620,yes,Off
Mon Jan  1 08:47:30 1900,31650,yes,Off
Mon Jan  1 08:48:00 1900,31680,yes,Off
Mon Jan  1 08:48:30 1900,31710,yes,Off
Mon Jan  1 08:49:00 1900,31740,yes,Off
Mon Jan  1 08:49:30 1900,31770,yes,Off
Mon Jan  1 08:50:00 1900,31800,yes,Off
Mon Jan  1 08:50:30 1900,31830,yes,Off
Mon Jan  1 08:51:00 1900,31860,yes,Off
Mon Jan  1 08:51:30 1900,31890,yes,Off
Mon Jan  1 08:52:00 1900,31920,yes,Off
Mon Jan  1 08:52:30 1900,31950,yes,Off
Mon Jan  1 08:53:00 1900,31980,yes,Off
Mon Jan  1 08:53:30 1900,32010,yes,Off
