total_seconds_elapsed,timestamp,movement,status
16770,Mon Jan  1 04:39:30 1900,True,True
16800,Mon Jan  1 04:40:00 1900,True,True
16830,Mon Jan  1 04:40:30 1900,False,False
16860,Mon Jan  1 04:41:00 1900,False,False
16890,Mon Jan  1 04:41:30 1900,False,False
16920,Mon Jan  1 04:42:00 1900,True,True
16950,Mon Jan  1 04:42:30 1900,True,True
16980,Mon Jan  1 04:43:00 1900,False,False
17010,Mon Jan  1 04:43:30 1900,False,False
17040,Mon Jan  1 04:44:00 1900,True,True
17070,Mon Jan  1 04:44:30 1900,False,False
17100,Mon Jan  1 04:45:00 1900,True,True
17130,Mon Jan  1 04:45:30 1900,False,False
17160,Mon Jan  1 04:46:00 1900,False,False
17190,Mon Jan  1 04:46:30 1900,False,False
17220,Mon Jan  1 04:47:00 1900,True,True
17250,Mon Jan  1 04:47:30 1900,True,True
17280,Mon Jan  1 04:48:00 1900,True,True
17310,Mon Jan  1 04:48:30 1900,False,False
17340,Mon Jan  1 04:49:00 1900,False,False
17370,Mon Jan  1 04:49:30 1900,False,False
17400,Mon Jan  1 04:50:00 1900,True,True
17430,Mon Jan  1 04:50:30 1900,True,True
17460,Mon Jan  1 04:51:00 1900,True,True
17490,Mon Jan  1 04:51:30 1900,True,True
17520,Mon Jan  1 04:52:00 1900,False,False
17550,Mon Jan  1 04:52:30 1900,True,True
17580,Mon Jan  1 04:53:00 1900,True,True
17610,Mon Jan  1 04:53:30 1900,False,False
17640,Mon Jan  1 04:54:00 1900,True,True
17670,Mon Jan  1 04:54:30 1900,False,False
17700,Mon Jan  1 04:55:00 1900,True,True
17730,Mon Jan  1 04:55:30 1900,True,True
17760,Mon Jan  1 04:56:00 1900,True,True
17790,Mon Jan  1 04:56:30 1900,True,True
17820,Mon Jan  1 04:57:00 1900,True,True
17850,Mon Jan  1 04:57:30 1900,True,True
17880,Mon Jan  1 04:58:00 1900,False,False
17910,Mon Jan  1 04:58:30 1900,False,False
17940,Mon Jan  1 04:59:00 1900,True,True
17970,Mon Jan  1 04:59:30 1900,False,False
18000,Mon Jan  1 05:00:00 1900,True,True
18030,Mon Jan  1 05:00:30 1900,True,True
18060,Mon Jan  1 05:01:00 1900,True,True
18090,Mon Jan  1 05:01:30 1900,True,True
18120,Mon Jan  1 05:02:00 1900,False,False
18150,Mon Jan  1 05:02:30 1900,False,False
18180,Mon Jan  1 05:03:00 1900,False,False
18210,Mon Jan  1 05:03:30 1900,False,False
18240,Mon Jan  1 05:04:00 1900,True,True
18270,Mon Jan  1 05:04:30 1900,True,True
18300,Mon Jan  1 05:05:00 1900,True,True
18330,Mon Jan  1 05:05:30 1900,False,False
18360,Mon Jan  1 05:06:00 1900,True,True
18390,Mon Jan  1 05:06:30 1900,False,False
18420,Mon Jan  1 05:07:00 1900,False,False
18450,Mon Jan  1 05:07:30 1900,True,True
18480,Mon Jan  1 05:08:00 1900,False,False
18510,Mon Jan  1 05:08:30 1900,False,False
18540,Mon Jan  1 05:09:00 1900,False,False
18570,Mon Jan  1 05:09:30 1900,False,False
18600,Mon Jan  1 05:10:00 1900,False,False
18630,Mon Jan  1 05:10:30 1900,True,True
18660,Mon Jan  1 05:11:00 1900,True,True
18690,Mon Jan  1 05:11:30 1900,False,False
18720,Mon Jan  1 05:12:00 1900,False,False
18750,Mon Jan  1 05:12:30 1900,False,False
18780,Mon Jan  1 05:13:00 1900,True,True
18810,Mon Jan  1 05:13:30 1900,True,True
18840,Mon Jan  1 05:14:00 1900,True,True
18870,Mon Jan  1 05:14:30 1900,True,True
18900,Mon Jan  1 05:15:00 1900,True,True
18930,Mon Jan  1 05:15:30 1900,True,True
18960,Mon Jan  1 05:16:00 1900,True,True
18990,Mon Jan  1 05:16:30 1900,False,False
19020,Mon Jan  1 05:17:00 1900,False,False
19050,Mon Jan  1 05:17:30 1900,False,False
19080,Mon Jan  1 05:18:00 1900,False,False
19110,Mon Jan  1 05:18:30 1900,True,True
19140,Mon Jan  1 05:19:00 1900,True,True
19170,Mon Jan  1 05:19:30 1900,True,True
19200,Mon Jan  1 05:20:00 1900,True,True
19230,Mon Jan  1 05:20:30 1900,False,False
19260,Mon Jan  1 05:21:00 1900,False,False
19290,Mon Jan  1 05:21:30 1900,True,True
19320,Mon Jan  1 05:22:00 1900,False,False
19350,Mon Jan  1 05:22:30 1900,True,True
19380,Mon Jan  1 05:23:00 1900,False,False
19410,Mon Jan  1 05:23:30 1900,True,True
19440,Mon Jan  1 05:24:00 1900,False,False
19470,Mon Jan  1 05:24:30 1900,True,True
19500,Mon Jan  1 05:25:00 1900,True,True
19530,Mon Jan  1 05:25:30 1900,False,False
19560,Mon Jan  1 05:26:00 1900,True,True
19590,Mon Jan  1 05:26:30 1900,True,True
19620,Mon Jan  1 05:27:00 1900,True,True
19650,Mon Jan  1 05:27:30 1900,True,True
19680,Mon Jan  1 05:28:00 1900,True,True
19710,Mon Jan  1 05:28:30 1900,False,False
19740,Mon Jan  1 05:29:00 1900,False,False
19770,Mon Jan  1 05:29:30 1900,False,False
19800,Mon Jan  1 05:30:00 1900,False,False
19830,Mon Jan  1 05:30:30 1900,True,True
19860,Mon Jan  1 05:31:00 1900,False,False
19890,Mon Jan  1 05:31:30 1900,True,True
19920,Mon Jan  1 05:32:00 1900,False,False
19950,Mon Jan  1 05:32:30 1900,True,True
19980,Mon Jan  1 05:33:00 1900,False,False
20010,Mon Jan  1 05:33:30 1900,True,True
20040,Mon Jan  1 05:34:00 1900,True,True
20070,Mon Jan  1 05:34:30 1900,False,False
20100,Mon Jan  1 05:35:00 1900,False,False
20130,Mon Jan  1 05:35:30 1900,True,True
20160,Mon Jan  1 05:36:00 1900,False,False
20190,Mon Jan  1 05:36:30 1900,True,True
20220,Mon Jan  1 05:37:00 1900,False,False
20250,Mon Jan  1 05:37:30 1900,False,False
20280,Mon Jan  1 05:38:00 1900,False,False
20310,Mon Jan  1 05:38:30 1900,True,True
20340,Mon Jan  1 05:39:00 1900,False,False
20370,Mon Jan  1 05:39:30 1900,True,True
20400,Mon Jan  1 05:40:00 1900,False,False
20430,Mon Jan  1 05:40:30 1900,True,True
20460,Mon Jan  1 05:41:00 1900,False,False
20490,Mon Jan  1 05:41:30 1900,True,True
20520,Mon Jan  1 05:42:00 1900,False,False
20550,Mon Jan  1 05:42:30 1900,True,True
20580,Mon Jan  1 05:43:00 1900,True,True
20610,Mon Jan  1 05:43:30 1900,False,False
20640,Mon Jan  1 05:44:00 1900,False,False
20670,Mon Jan  1 05:44:30 1900,True,True
20700,Mon Jan  1 05:45:00 1900,True,True
20730,Mon Jan  1 05:45:30 1900,False,False
20760,Mon Jan  1 05:46:00 1900,False,False
20790,Mon Jan  1 05:46:30 1900,True,True
20820,Mon Jan  1 05:47:00 1900,True,True
20850,Mon Jan  1 05:47:30 1900,True,True
20880,Mon Jan  1 05:48:00 1900,False,False
20910,Mon Jan  1 05:48:30 1900,False,False
20940,Mon Jan  1 05:49:00 1900,False,False
20970,Mon Jan  1 05:49:30 1900,True,True
21000,Mon Jan  1 05:50:00 1900,True,True
21030,Mon Jan  1 05:50:30 1900,False,False
21060,Mon Jan  1 05:51:00 1900,False,False
21090,Mon Jan  1 05:51:30 1900,False,False
21120,Mon Jan  1 05:52:00 1900,True,True
21150,Mon Jan  1 05:52:30 1900,True,True
21180,Mon Jan  1 05:53:00 1900,False,False
21210,Mon Jan  1 05:53:30 1900,True,True
21240,Mon Jan  1 05:54:00 1900,False,False
21270,Mon Jan  1 05:54:30 1900,False,False
21300,Mon Jan  1 05:55:00 1900,False,False
21330,Mon Jan  1 05:55:30 1900,True,True
21360,Mon Jan  1 05:56:00 1900,False,False
21390,Mon Jan  1 05:56:30 1900,False,False
21420,Mon Jan  1 05:57:00 1900,True,True
21450,Mon Jan  1 05:57:30 1900,False,False
21480,Mon Jan  1 05:58:00 1900,True,True
21510,Mon Jan  1 05:58:30 1900,True,True
21540,Mon Jan  1 05:59:00 1900,True,True
21570,Mon Jan  1 05:59:30 1900,True,True
21600,Mon Jan  1 06:00:00 1900,True,True
21630,Mon Jan  1 06:00:30 1900,True,True
21660,Mon Jan  1 06:01:00 1900,True,True
21690,Mon Jan  1 06:01:30 1900,False,False
21720,Mon Jan  1 06:02:00 1900,True,True
21750,Mon Jan  1 06:02:30 1900,True,True
21780,Mon Jan  1 06:03:00 1900,False,False
21810,Mon Jan  1 06:03:30 1900,True,True
21840,Mon Jan  1 06:04:00 1900,True,True
21870,Mon Jan  1 06:04:30 1900,False,False
21900,Mon Jan  1 06:05:00 1900,True,True
21930,Mon Jan  1 06:05:30 1900,True,True
21960,Mon Jan  1 06:06:00 1900,False,False
21990,Mon Jan  1 06:06:30 1900,True,True
22020,Mon Jan  1 06:07:00 1900,True,True
22050,Mon Jan  1 06:07:30 1900,True,True
22080,Mon Jan  1 06:08:00 1900,False,False
22110,Mon Jan  1 06:08:30 1900,False,False
22140,Mon Jan  1 06:09:00 1900,False,False
22170,Mon Jan  1 06:09:30 1900,False,False
22200,Mon Jan  1 06:10:00 1900,True,True
22230,Mon Jan  1 06:10:30 1900,False,False
22260,Mon Jan  1 06:11:00 1900,True,True
22290,Mon Jan  1 06:11:30 1900,False,False
22320,Mon Jan  1 06:12:00 1900,True,True
22350,Mon Jan  1 06:12:30 1900,True,True
22380,Mon Jan  1 06:13:00 1900,True,True
22410,Mon Jan  1 06:13:30 1900,False,False
22440,Mon Jan  1 06:14:00 1900,True,True
22470,Mon Jan  1 06:14:30 1900,False,False
22500,Mon Jan  1 06:15:00 1900,False,False
22530,Mon Jan  1 06:15:30 1900,False,False
22560,Mon Jan  1 06:16:00 1900,False,False
22590,Mon Jan  1 06:16:30 1900,False,False
22620,Mon Jan  1 06:17:00 1900,True,True
22650,Mon Jan  1 06:17:30 1900,False,False
22680,Mon Jan  1 06:18:00 1900,False,False
22710,Mon Jan  1 06:18:30 1900,False,False
22740,Mon Jan  1 06:19:00 1900,True,True
22770,Mon Jan  1 06:19:30 1900,False,False
22800,Mon Jan  1 06:20:00 1900,True,True
22830,Mon Jan  1 06:20:30 1900,False,False
22860,Mon Jan  1 06:21:00 1900,False,False
22890,Mon Jan  1 06:21:30 1900,False,False
22920,Mon Jan  1 06:22:00 1900,False,False
22950,Mon Jan  1 06:22:30 1900,False,False
22980,Mon Jan  1 06:23:00 1900,True,True
23010,Mon Jan  1 06:23:30 1900,False,False
23040,Mon Jan  1 06:24:00 1900,False,False
23070,Mon Jan  1 06:24:30 1900,False,False
23100,Mon Jan  1 06:25:00 1900,True,True
23130,Mon Jan  1 06:25:30 1900,True,True
23160,Mon Jan  1 06:26:00 1900,False,False
23190,Mon Jan  1 06:26:30 1900,False,False
23220,Mon Jan  1 06:27:00 1900,False,False
23250,Mon Jan  1 06:27:30 1900,False,False
23280,Mon Jan  1 06:28:00 1900,False,False
23310,Mon Jan  1 06:28:30 1900,True,True
23340,Mon Jan  1 06:29:00 1900,True,True
23370,Mon Jan  1 06:29:30 1900,True,True
23400,Mon Jan  1 06:30:00 1900,True,True
23430,Mon Jan  1 06:30:30 1900,True,True
23460,Mon Jan  1 06:31:00 1900,True,True
23490,Mon Jan  1 06:31:30 1900,True,True
23520,Mon Jan  1 06:32:00 1900,True,True
23550,Mon Jan  1 06:32:30 1900,False,False
23580,Mon Jan  1 06:33:00 1900,True,True
23610,Mon Jan  1 06:33:30 1900,False,False
23640,Mon Jan  1 06:34:00 1900,False,False
23670,Mon Jan  1 06:34:30 1900,False,False
23700,Mon Jan  1 06:35:00 1900,True,True
23730,Mon Jan  1 06:35:30 1900,False,False
23760,Mon Jan  1 06:36:00 1900,False,False
23790,Mon Jan  1 06:36:30 1900,True,True
23820,Mon Jan  1 06:37:00 1900,False,False
23850,Mon Jan  1 06:37:30 1900,True,True
23880,Mon Jan  1 06:38:00 1900,True,True
23910,Mon Jan  1 06:38:30 1900,True,True
23940,Mon Jan  1 06:39:00 1900,False,False
23970,Mon Jan  1 06:39:30 1900,True,True
24000,Mon Jan  1 06:40:00 1900,False,False
24030,Mon Jan  1 06:40:30 1900,False,False
24060,Mon Jan  1 06:41:00 1900,False,False
24090,Mon Jan  1 06:41:30 1900,True,True
24120,Mon Jan  1 06:42:00 1900,True,True
24150,Mon Jan  1 06:42:30 1900,False,False
24180,Mon Jan  1 06:43:00 1900,False,False
24210,Mon Jan  1 06:43:30 1900,True,True
24240,Mon Jan  1 06:44:00 1900,True,True
24270,Mon Jan  1 06:44:30 1900,False,False
24300,Mon Jan  1 06:45:00 1900,True,True
24330,Mon Jan  1 06:45:30 1900,True,True
24360,Mon Jan  1 06:46:00 1900,True,True
24390,Mon Jan  1 06:46:30 1900,False,False
24420,Mon Jan  1 06:47:00 1900,True,True
24450,Mon Jan  1 06:47:30 1900,True,True
24480,Mon Jan  1 06:48:00 1900,False,False
24510,Mon Jan  1 06:48:30 1900,True,True
24540,Mon Jan  1 06:49:00 1900,True,True
24570,Mon Jan  1 06:49:30 1900,True,True
24600,Mon Jan  1 06:50:00 1900,False,False
24630,Mon Jan  1 06:50:30 1900,False,False
24660,Mon Jan  1 06:51:00 1900,False,False
24690,Mon Jan  1 06:51:30 1900,True,True
24720,Mon Jan  1 06:52:00 1900,True,True
24750,Mon Jan  1 06:52:30 1900,True,True
24780,Mon Jan  1 06:53:00 1900,True,True
24810,Mon Jan  1 06:53:30 1900,False,False
24840,Mon Jan  1 06:54:00 1900,False,False
24870,Mon Jan  1 06:54:30 1900,False,False
24900,Mon Jan  1 06:55:00 1900,True,True
24930,Mon Jan  1 06:55:30 1900,True,True
24960,Mon Jan  1 06:56:00 1900,True,True
24990,Mon Jan  1 06:56:30 1900,False,False
25020,Mon Jan  1 06:57:00 1900,True,True
25050,Mon Jan  1 06:57:30 1900,False,False
25080,Mon Jan  1 06:58:00 1900,False,False
25110,Mon Jan  1 06:58:30 1900,False,False
25140,Mon Jan  1 06:59:00 1900,True,True
25170,Mon Jan  1 06:59:30 1900,False,False
25200,Mon Jan  1 07:00:00 1900,False,False
25230,Mon Jan  1 07:00:30 1900,True,False
25260,Mon Jan  1 07:01:00 1900,True,False
25290,Mon Jan  1 07:01:30 1900,False,False
25320,Mon Jan  1 07:02:00 1900,False,False
25350,Mon Jan  1 07:02:30 1900,True,False
25380,Mon Jan  1 07:03:00 1900,False,False
25410,Mon Jan  1 07:03:30 1900,False,False
25440,Mon Jan  1 07:04:00 1900,False,False
25470,Mon Jan  1 07:04:30 1900,False,False
25500,Mon Jan  1 07:05:00 1900,False,False
25530,Mon Jan  1 07:05:30 1900,True,False
25560,Mon Jan  1 07:06:00 1900,True,False
25590,Mon Jan  1 07:06:30 1900,True,False
25620,Mon Jan  1 07:07:00 1900,False,False
25650,Mon Jan  1 07:07:30 1900,False,False
25680,Mon Jan  1 07:08:00 1900,False,False
25710,Mon Jan  1 07:08:30 1900,True,False
25740,Mon Jan  1 07:09:00 1900,False,False
25770,Mon Jan  1 07:09:30 1900,False,False
25800,Mon Jan  1 07:10:00 1900,True,False
25830,Mon Jan  1 07:10:30 1900,True,False
25860,Mon Jan  1 07:11:00 1900,False,False
25890,Mon Jan  1 07:11:30 1900,True,False
25920,Mon Jan  1 07:12:00 1900,False,False
25950,Mon Jan  1 07:12:30 1900,False,False
25980,Mon Jan  1 07:13:00 1900,True,False
26010,Mon Jan  1 07:13:30 1900,True,False
26040,Mon Jan  1 07:14:00 1900,True,False
26070,Mon Jan  1 07:14:30 1900,False,False
26100,Mon Jan  1 07:15:00 1900,True,False
26130,Mon Jan  1 07:15:30 1900,True,False
26160,Mon Jan  1 07:16:00 1900,False,False
26190,Mon Jan  1 07:16:30 1900,True,False
26220,Mon Jan  1 07:17:00 1900,True,False
26250,Mon Jan  1 07:17:30 1900,True,False
26280,Mon Jan  1 07:18:00 1900,True,False
26310,Mon Jan  1 07:18:30 1900,True,False
26340,Mon Jan  1 07:19:00 1900,False,False
26370,Mon Jan  1 07:19:30 1900,False,False
26400,Mon Jan  1 07:20:00 1900,False,False
26430,Mon Jan  1 07:20:30 1900,False,False
26460,Mon Jan  1 07:21:00 1900,True,False
26490,Mon Jan  1 07:21:30 1900,False,False
26520,Mon Jan  1 07:22:00 1900,True,False
26550,Mon Jan  1 07:22:30 1900,True,False
26580,Mon Jan  1 07:23:00 1900,True,False
26610,Mon Jan  1 07:23:30 1900,True,False
26640,Mon Jan  1 07:24:00 1900,True,False
26670,Mon Jan  1 07:24:30 1900,False,False
26700,Mon Jan  1 07:25:00 1900,False,False
26730,Mon Jan  1 07:25:30 1900,False,False
26760,Mon Jan  1 07:26:00 1900,False,False
26790,Mon Jan  1 07:26:30 1900,False,False
26820,Mon Jan  1 07:27:00 1900,True,False
26850,Mon Jan  1 07:27:30 1900,False,False
26880,Mon Jan  1 07:28:00 1900,False,False
26910,Mon Jan  1 07:28:30 1900,True,False
26940,Mon Jan  1 07:29:00 1900,False,False
26970,Mon Jan  1 07:29:30 1900,True,False
27000,Mon Jan  1 07:30:00 1900,False,False
27030,Mon Jan  1 07:30:30 1900,True,False
27060,Mon Jan  1 07:31:00 1900,False,False
27090,Mon Jan  1 07:31:30 1900,False,False
27120,Mon Jan  1 07:32:00 1900,True,False
27150,Mon Jan  1 07:32:30 1900,True,False
27180,Mon Jan  1 07:33:00 1900,True,False
27210,Mon Jan  1 07:33:30 1900,False,False
27240,Mon Jan  1 07:34:00 1900,True,False
27270,Mon Jan  1 07:34:30 1900,False,False
27300,Mon Jan  1 07:35:00 1900,False,False
27330,Mon Jan  1 07:35:30 1900,False,False
27360,Mon Jan  1 07:36:00 1900,False,False
27390,Mon Jan  1 07:36:30 1900,False,False
27420,Mon Jan  1 07:37:00 1900,False,False
27450,Mon Jan  1 07:37:30 1900,False,False
27480,Mon Jan  1 07:38:00 1900,True,False
27510,Mon Jan  1 07:38:30 1900,True,False
27540,Mon Jan  1 07:39:00 1900,True,False
27570,Mon Jan  1 07:39:30 1900,False,False
27600,Mon Jan  1 07:40:00 1900,False,False
27630,Mon Jan  1 07:40:30 1900,True,False
27660,Mon Jan  1 07:41:00 1900,False,False
27690,Mon Jan  1 07:41:30 1900,True,False
27720,Mon Jan  1 07:42:00 1900,False,False
27750,Mon Jan  1 07:42:30 1900,False,False
27780,Mon Jan  1 07:43:00 1900,False,False
27810,Mon Jan  1 07:43:30 1900,False,False
27840,Mon Jan  1 07:44:00 1900,False,False
27870,Mon Jan  1 07:44:30 1900,False,False
27900,Mon Jan  1 07:45:00 1900,True,False
27930,Mon Jan  1 07:45:30 1900,False,False
27960,Mon Jan  1 07:46:00 1900,False,False
27990,Mon Jan  1 07:46:30 1900,True,False
28020,Mon Jan  1 07:47:00 1900,True,False
28050,Mon Jan  1 07:47:30 1900,False,False
28080,Mon Jan  1 07:48:00 1900,True,False
28110,Mon Jan  1 07:48:30 1900,False,False
28140,Mon Jan  1 07:49:00 1900,False,False
28170,Mon Jan  1 07:49:30 1900,True,False
28200,Mon Jan  1 07:50:00 1900,False,False
28230,Mon Jan  1 07:50:30 1900,False,False
28260,Mon Jan  1 07:51:00 1900,True,False
28290,Mon Jan  1 07:51:30 1900,True,False
28320,Mon Jan  1 07:52:00 1900,True,False
28350,Mon Jan  1 07:52:30 1900,False,False
28380,Mon Jan  1 07:53:00 1900,False,False
28410,Mon Jan  1 07:53:30 1900,True,False
28440,Mon Jan  1 07:54:00 1900,True,False
28470,Mon Jan  1 07:54:30 1900,False,False
28500,Mon Jan  1 07:55:00 1900,True,False
28530,Mon Jan  1 07:55:30 1900,False,False
28560,Mon Jan  1 07:56:00 1900,True,False
28590,Mon Jan  1 07:56:30 1900,False,False
28620,Mon Jan  1 07:57:00 1900,True,False
28650,Mon Jan  1 07:57:30 1900,False,False
28680,Mon Jan  1 07:58:00 1900,False,False
28710,Mon Jan  1 07:58:30 1900,False,False
28740,Mon Jan  1 07:59:00 1900,False,False
28770,Mon Jan  1 07:59:30 1900,False,False
28800,Mon Jan  1 08:00:00 1900,True,False
28830,Mon Jan  1 08:00:30 1900,True,False
28860,Mon Jan  1 08:01:00 1900,True,False
28890,Mon Jan  1 08:01:30 1900,False,False
28920,Mon Jan  1 08:02:00 1900,False,False
28950,Mon Jan  1 08:02:30 1900,False,False
28980,Mon Jan  1 08:03:00 1900,False,False
29010,Mon Jan  1 08:03:30 1900,False,False
29040,Mon Jan  1 08:04:00 1900,True,False
29070,Mon Jan  1 08:04:30 1900,True,False
29100,Mon Jan  1 08:05:00 1900,False,False
29130,Mon Jan  1 08:05:30 1900,True,False
29160,Mon Jan  1 08:06:00 1900,False,False
29190,Mon Jan  1 08:06:30 1900,False,False
29220,Mon Jan  1 08:07:00 1900,False,False
29250,Mon Jan  1 08:07:30 1900,True,False
29280,Mon Jan  1 08:08:00 1900,False,False
29310,Mon Jan  1 08:08:30 1900,True,False
29340,Mon Jan  1 08:09:00 1900,True,False
29370,Mon Jan  1 08:09:30 1900,False,False
29400,Mon Jan  1 08:10:00 1900,True,False
29430,Mon Jan  1 08:10:30 1900,False,False
29460,Mon Jan  1 08:11:00 1900,False,False
29490,Mon Jan  1 08:11:30 1900,False,False
29520,Mon Jan  1 08:12:00 1900,False,False
29550,Mon Jan  1 08:12:30 1900,True,False
29580,Mon Jan  1 08:13:00 1900,True,False
29610,Mon Jan  1 08:13:30 1900,True,False
29640,Mon Jan  1 08:14:00 1900,False,False
29670,Mon Jan  1 08:14:30 1900,False,False
29700,Mon Jan  1 08:15:00 1900,True,False
29730,Mon Jan  1 08:15:30 1900,False,False
29760,Mon Jan  1 08:16:00 1900,True,False
29790,Mon Jan  1 08:16:30 1900,False,False
29820,Mon Jan  1 08:17:00 1900,False,False
29850,Mon Jan  1 08:17:30 1900,True,False
29880,Mon Jan  1 08:18:00 1900,True,False
29910,Mon Jan  1 08:18:30 1900,False,False
29940,Mon Jan  1 08:19:00 1900,True,False
29970,Mon Jan  1 08:19:30 1900,False,False
30000,Mon Jan  1 08:20:00 1900,False,False
30030,Mon Jan  1 08:20:30 1900,False,False
30060,Mon Jan  1 08:21:00 1900,True,False
30090,Mon Jan  1 08:21:30 1900,False,False
30120,Mon Jan  1 08:22:00 1900,True,False
30150,Mon Jan  1 08:22:30 1900,True,False
30180,Mon Jan  1 08:23:00 1900,True,False
30210,Mon Jan  1 08:23:30 1900,False,False
30240,Mon Jan  1 08:24:00 1900,False,False
30270,Mon Jan  1 08:24:30 1900,False,False
30300,Mon Jan  1 08:25:00 1900,False,False
30330,Mon Jan  1 08:25:30 1900,False,False
30360,Mon Jan  1 08:26:00 1900,False,False
30390,Mon Jan  1 08:26:30 1900,False,False
30420,Mon Jan  1 08:27:00 1900,True,False
30450,Mon Jan  1 08:27:30 1900,False,False
30480,Mon Jan  1 08:28:00 1900,True,False
30510,Mon Jan  1 08:28:30 1900,True,False
30540,Mon Jan  1 08:29:00 1900,True,False
30570,Mon Jan  1 08:29:30 1900,True,False
30600,Mon Jan  1 08:30:00 1900,False,False
30630,Mon Jan  1 08:30:30 1900,False,False
30660,Mon Jan  1 08:31:00 1900,True,False
30690,Mon Jan  1 08:31:30 1900,True,False
30720,Mon Jan  1 08:32:00 1900,True,False
30750,Mon Jan  1 08:32:30 1900,False,False
30780,Mon Jan  1 08:33:00 1900,True,False
30810,Mon Jan  1 08:33:30 1900,False,False
30840,Mon Jan  1 08:34:00 1900,True,False
30870,Mon Jan  1 08:34:30 1900,True,False
30900,Mon Jan  1 08:35:00 1900,True,False
30930,Mon Jan  1 08:35:30 1900,False,False
30960,Mon Jan  1 08:36:00 1900,True,False
30990,Mon Jan  1 08:36:30 1900,True,False
31020,Mon Jan  1 08:37:00 1900,True,False
31050,Mon Jan  1 08:37:30 1900,False,False
31080,Mon Jan  1 08:38:00 1900,True,False
31110,Mon Jan  1 08:38:30 1900,True,False
31140,Mon Jan  1 08:39:00 1900,True,False
31170,Mon Jan  1 08:39:30 1900,False,False
31200,Mon Jan  1 08:40:00 1900,True,False
31230,Mon Jan  1 08:40:30 1900,False,False
31260,Mon Jan  1 08:41:00 1900,True,False
31290,Mon Jan  1 08:41:30 1900,True,False
31320,Mon Jan  1 08:42:00 1900,True,False
31350,Mon Jan  1 08:42:30 1900,False,False
31380,Mon Jan  1 08:43:00 1900,True,False
31410,Mon Jan  1 08:43:30 1900,True,False
31440,Mon Jan  1 08:44:00 1900,True,False
31470,Mon Jan  1 08:44:30 1900,True,False
31500,Mon Jan  1 08:45:00 1900,True,False
31530,Mon Jan  1 08:45:30 1900,True,False
31560,Mon Jan  1 08:46:00 1900,False,False
31590,Mon Jan  1 08:46:30 1900,False,False
31620,Mon Jan  1 08:47:00 1900,False,False
31650,Mon Jan  1 08:47:30 1900,False,False
31680,Mon Jan  1 08:48:00 1900,True,False
31710,Mon Jan  1 08:48:30 1900,False,False
31740,Mon Jan  1 08:49:00 1900,True,False
31770,Mon Jan  1 08:49:30 1900,False,False
31800,Mon Jan  1 08:50:00 1900,False,False
31830,Mon Jan  1 08:50:30 1900,False,False
31860,Mon Jan  1 08:51:00 1900,True,False
31890,Mon Jan  1 08:51:30 1900,False,False
31920,Mon Jan  1 08:52:00 1900,True,False
31950,Mon Jan  1 08:52:30 1900,True,False
31980,Mon Jan  1 08:53:00 1900,False,False
32010,Mon Jan  1 08:53:30 1900,True,False
32040,Mon Jan  1 08:54:00 1900,True,False
32070,Mon Jan  1 08:54:30 1900,False,False
32100,Mon Jan  1 08:55:00 1900,True,False
32130,Mon Jan  1 08:55:30 1900,True,False
32160,Mon Jan  1 08:56:00 1900,True,False
32190,Mon Jan  1 08:56:30 1900,False,False
32220,Mon Jan  1 08:57:00 1900,True,False
32250,Mon Jan  1 08:57:30 1900,False,False
32280,Mon Jan  1 08:58:00 1900,False,False
32310,Mon Jan  1 08:58:30 1900,False,False
32340,Mon Jan  1 08:59:00 1900,False,False
32370,Mon Jan  1 08:59:30 1900,False,False
32400,Mon Jan  1 09:00:00 1900,True,False
32430,Mon Jan  1 09:00:30 1900,True,False
32460,Mon Jan  1 09:01:00 1900,False,False
32490,Mon Jan  1 09:01:30 1900,False,False
32520,Mon Jan  1 09:02:00 1900,False,False
32550,Mon Jan  1 09:02:30 1900,False,False
32580,Mon Jan  1 09:03:00 1900,False,False
32610,Mon Jan  1 09:03:30 1900,False,False
32640,Mon Jan  1 09:04:00 1900,False,False
32670,Mon Jan  1 09:04:30 1900,True,False
32700,Mon Jan  1 09:05:00 1900,True,False
32730,Mon Jan  1 09:05:30 1900,True,False
32760,Mon Jan  1 09:06:00 1900,True,False
32790,Mon Jan  1 09:06:30 1900,False,False
32820,Mon Jan  1 09:07:00 1900,True,False
32850,Mon Jan  1 09:07:30 1900,True,False
32880,Mon Jan  1 09:08:00 1900,False,False
32910,Mon Jan  1 09:08:30 1900,True,False
32940,Mon Jan  1 09:09:00 1900,True,False
32970,Mon Jan  1 09:09:30 1900,False,False
33000,Mon Jan  1 09:10:00 1900,False,False
33030,Mon Jan  1 09:10:30 1900,True,False
33060,Mon Jan  1 09:11:00 1900,True,False
33090,Mon Jan  1 09:11:30 1900,True,False
33120,Mon Jan  1 09:12:00 1900,False,False
33150,Mon Jan  1 09:12:30 1900,False,False
33180,Mon Jan  1 09:13:00 1900,True,False
33210,Mon Jan  1 09:13:30 1900,True,False
33240,Mon Jan  1 09:14:00 1900,False,False
33270,Mon Jan  1 09:14:30 1900,True,False
33300,Mon Jan  1 09:15:00 1900,True,False
33330,Mon Jan  1 09:15:30 1900,False,False
33360,Mon Jan  1 09:16:00 1900,True,False
33390,Mon Jan  1 09:16:30 1900,True,False
33420,Mon Jan  1 09:17:00 1900,True,False
33450,Mon Jan  1 09:17:30 1900,True,False
33480,Mon Jan  1 09:18:00 1900,True,False
33510,Mon Jan  1 09:18:30 1900,False,False
